internalTaxonId,scientificName,name,genusName,speciesName,speciesAuthor,infraType,infrarankAuthor
172637386,Ononis ramosissima,Ononis picta Desf.,Ononis,picta,Desf.,,
172637386,Ononis ramosissima,Ononis natrix L. var. font-queri Širj. ex O.Bolòs & Vigo) Romo,Ononis,natrix,L.,variety,Širj. ex O.Bolòs & Vigo) Romo
172637386,Ononis ramosissima,Ononis natrix L. ssp. ramosissima (Desf.) Batt.,Ononis,natrix,L.,subspecies,(Desf.) Batt.
172637386,Ononis ramosissima,Ononis natrix L. ssp. gibraltarica (Boiss.) Devesa,Ononis,natrix,L.,subspecies,(Boiss.) Devesa
172637386,Ononis ramosissima,Ononis hispanica L.f. ssp. ramosissima (Desf.) Förther & Podlech,Ononis,hispanica,L.f.,subspecies,(Desf.) Förther & Podlech
172637386,Ononis ramosissima,Ononis natrix L. ssp. font-queri Širj. ex O.Bolòs & Vigo) Romo,Ononis,natrix,L.,subspecies,Širj. ex O.Bolòs & Vigo) Romo
16349692,Juniperus turbinata,Juniperus phoenicea subsp. turbinata (Guss.) Nyman,Juniperus,phoenicea,,subspecies (plantae),(Guss.) Nyman
180450141,Leptotes pirithous ssp. pirithous,"Papilio telicanus Lang, 1789",Papilio,telicanus,"Lang, 1789",,
180450141,Leptotes pirithous ssp. pirithous,"Papilio pirithous ssp. pirithous Linnaeus, 1767",Papilio,pirithous,,subspecies,"Linnaeus, 1767"
180530010,Zizeeria knysna ssp. knysna,"Lycaena knysna ssp. knysna Trimen, 1862",Lycaena,knysna,,subspecies,"Trimen, 1862"
22710184,Saxicola torquatus,"Saxicola torquata  (Linnaeus, 1766)",Saxicola,torquata," (Linnaeus, 1766)",,
22695072,Milvus milvus,"Falco milvus Linnaeus, 1758",Falco,milvus,"Linnaeus, 1758",,
79727759,Gesnouinia arborea,Urtica arborea L.f.,Urtica,arborea,L.f.,,
184927540,Senecio massaicus,Senecio coronopifolius Desf. subsp. massaicus Maire,Senecio,coronopifolius,Desf.,subspecies (plantae),Maire
184927943,Soliva stolonifera,Hippia stolonifera Brot.,Hippia,stolonifera,Brot.,,
184927943,Soliva stolonifera,Gymnostyles lusitanica Spreng.,Gymnostyles,lusitanica,Spreng.,,
184927943,Soliva stolonifera,Gymnostyles nasturtiifolia Juss.,Gymnostyles,nasturtiifolia,Juss.,,
184927943,Soliva stolonifera,Gymnostyles stolonifera (Brot.) Tutin,Gymnostyles,stolonifera,(Brot.) Tutin,,
184927943,Soliva stolonifera,Soliva acaulis Hook. & Arn.,Soliva,acaulis,Hook. & Arn.,,
184927943,Soliva stolonifera,Soliva anthemifolia var. acaulis (Hook. & Arn.) Baker,Soliva,anthemifolia,,variety,(Hook. & Arn.) Baker
184927943,Soliva stolonifera,Soliva aphanes Sch.Bip.,Soliva,aphanes,Sch.Bip.,,
184927943,Soliva stolonifera,Soliva lusitanica Less.,Soliva,lusitanica,Less.,,
184927943,Soliva stolonifera,Soliva nasturtiifolia DC.,Soliva,nasturtiifolia,DC.,,
184927943,Soliva stolonifera,Soliva urbica Phil.,Soliva,urbica,Phil.,,
68149961,Ipomoea pes-caprae,Convolvulus pes-caprae L.,Convolvulus,pes-caprae,L.,,
124232167,Sesuvium portulacastrum,Portulaca portulacastrum L.,Portulaca,portulacastrum,L.,,
192003584,Salicornia perennis,Sarcocornia perennis (Mill.) A.J.Scott,Sarcocornia,perennis,(Mill.) A.J.Scott,,
162281,Ceropegia dichotoma subsp. krainzii,Ceropegia ceratophora Svent.,Ceropegia,ceratophora,Svent.,,
162281,Ceropegia dichotoma subsp. krainzii,Ceropegia krainzii Svent.,Ceropegia,krainzii,Svent.,,
162281,Ceropegia dichotoma subsp. krainzii,Ceropegia chrysantha Svent.,Ceropegia,chrysantha,Svent.,,
165474,Platycnemis subdilatata,"Platycnemis subdilata Selys, 1849 [orth. err.]",Platycnemis,subdilata,"Selys, 1849 [orth. err.]",,
45354964,Falco peregrinus,"Falco pelegrinoides Temminck, 1829",Falco,pelegrinoides,"Temminck, 1829",,
181568721,Milvus migrans,"Falco migrans Boddaert, 1783",Falco,migrans,"Boddaert, 1783",,
181568721,Milvus migrans,"Milvus lineatus (J.E. Gray, 1831)",Milvus,lineatus,"(J.E. Gray, 1831)",,
60292,Sympetrum nigrifemur,"Diplax nigrifemur Selys, 1884",Diplax,nigrifemur,"Selys, 1884",,
159971,Danaus plexippus,"Papilio plexippus Linnaeus, 1758",Papilio,plexippus,"Linnaeus, 1758",,
174464,Zizeeria knysna,"Lycaena knysna Trimen, 1862",Lycaena,knysna,"Trimen, 1862",,
174286,Leptotes pirithous,"Papilio pirithous Linnaeus, 1767",Papilio,pirithous,"Linnaeus, 1767",,
63527,Ficus carica,Ficus rugosa Miq.,Ficus,rugosa,Miq.,,
63527,Ficus carica,Ficus macrocarpa Gasp.,Ficus,macrocarpa,Gasp.,,
63527,Ficus carica,Ficus leucocarpa Gasp.,Ficus,leucocarpa,Gasp.,,
63527,Ficus carica,Ficus albescens Miq.,Ficus,albescens,Miq.,,
63527,Ficus carica,Ficus caprificus Risso,Ficus,caprificus,Risso,,
63527,Ficus carica,Ficus pedunculata Miq.,Ficus,pedunculata,Miq.,,
63527,Ficus carica,Ficus pachycarpa Gasp.,Ficus,pachycarpa,Gasp.,,
63527,Ficus carica,Ficus burdigalensis Poit. & Turpin,Ficus,burdigalensis,Poit. & Turpin,,
63527,Ficus carica,Ficus neapolitana Miq.,Ficus,neapolitana,Miq.,,
63527,Ficus carica,Ficus hypoleuca Gasp.,Ficus,hypoleuca,Gasp.,,
63527,Ficus carica,Ficus globosa Miq.,Ficus,globosa,Miq.,,
63527,Ficus carica,Caprificus pedunculata (Miq.) Gasp.,Caprificus,pedunculata,(Miq.) Gasp.,,
63527,Ficus carica,Ficus latifolia Salisb.,Ficus,latifolia,Salisb.,,
63527,Ficus carica,Caprificus sphaerocarpa Gasp.,Caprificus,sphaerocarpa,Gasp.,,
63527,Ficus carica,Ficus kopetdagensis Pachom.,Ficus,kopetdagensis,Pachom.,,
63527,Ficus carica,Caprificus rugosa (Miq.) Gasp.,Caprificus,rugosa,(Miq.) Gasp.,,
63527,Ficus carica,Ficus hyrcana Grossh.,Ficus,hyrcana,Grossh.,,
63527,Ficus carica,Ficus communis Lam.,Ficus,communis,Lam.,,
63527,Ficus carica,Caprificus leucocarpa Gasp.,Caprificus,leucocarpa,Gasp.,,
63527,Ficus carica,Ficus colombra Gasp.,Ficus,colombra,Gasp.,,
63527,Ficus carica,Caprificus insectifera Gasp.,Caprificus,insectifera,Gasp.,,
63527,Ficus carica,Ficus silvestris Risso,Ficus,silvestris,Risso,,
63527,Ficus carica,Ficus colchica Grossh.,Ficus,colchica,Grossh.,,
63527,Ficus carica,Ficus carica L. var. riparium Hausskn.,Ficus,carica,L.,variety,Hausskn.
63527,Ficus carica,Ficus dottata Gasp.,Ficus,dottata,Gasp.,,
63527,Ficus carica,Ficus deliciosa Gasp.,Ficus,deliciosa,Gasp.,,
63527,Ficus carica,Caprificus oblongata Gasp.,Caprificus,oblongata,Gasp.,,
63527,Ficus carica,Ficus carica L. var. caprificus Risso,Ficus,carica,L.,variety,Risso
63527,Ficus carica,Ficus polymorpha Gasp.,Ficus,polymorpha,Gasp.,,
63527,Ficus carica,Ficus carica L. var. domestica Czern. & Rav.,Ficus,carica,L.,variety,Czern. & Rav.
63527,Ficus carica,Ficus regina Miq.,Ficus,regina,Miq.,,
63527,Ficus carica,Ficus praecox Gasp.,Ficus,praecox,Gasp.,,
193560,Euphorbia bourgeana,Euphorbia lambii Svent.,Euphorbia,lambii,Svent.,,
