assessmentId,internalTaxonId,scientificName,redlistCategory,redlistCriteria,yearPublished,assessmentDate,criteriaVersion,language,rationale,habitat,threats,population,populationTrend,range,useTrade,systems,conservationActions,realm,yearLastSeen,possiblyExtinct,possiblyExtinctInTheWild,scopes
102153566,30329,Persea indica,Least Concern,,2017,2016-10-14 00:00:00 UTC,3.1,English,"This species is endemic to Madeira and the Canary Islands, with historical introduction the Azores. This species is here assessed as Least Concern as it has a large extent of occurrence and populations of this species are relatively large and considered stable. The species is currently threatened by changes in water availability and fires caused by invasive species. The species is found within protected areas and in <em>ex situ </em>collections. On the Canaries the species is generally much more scattered and is less common, but most remaining populations are within protected areas.",The species grows as a large tree up to 25-30 m tall. It is characteristic of the mature laurisilva riparian and humid slopes vegetation above 400 m.,"The species is recently expanding into abandoned agricultural lands, however in the future, agricultural lands might be reclaimed and the population numbers may be affected. The increase in invasive species negatively affects the population because of competition and increased fire risk. Both ground water and surface water is being diverted away from the riparian habitats for other uses which could negatively affect this species in the future. Introduced rats eat the shoots of this plant but consumption makes the rats ill.","Although the extent of the stands is much reduced as a result of past exploitation of the highly valued wood, the species is still abundant in parts of Madeira and the Canaries. In Madeira, the population is thought to be around 5,000 but definitely fewer than 10,000 individuals. The population of this species is stable, although recent fires have affected southern subpopulations on Madeira and in the Canaries (La Gomera).",Stable,"This species is considered to be a native endemic of Madeira and the Canary Islands (Tutin <em>et al.</em> 1995, Gobierno de Canarias 2017).&#160;The species was introduced to the Azores three centuries ago.&#160;The species is found between 400 and 1,300 m above sea level. The estimated extent of occurrence is 81,400 km<sup>2</sup>.",The species has highly valued timber and used to be harvested to make furniture. The bark was used to treat animal furs. It was used to make dye and was used for fuel and handicrafts. This species is in the same genus as the avocado and can be used as rootstock for the avocado.,Terrestrial,"The species was considered Least Concern/conservation dependent by Oldfield <em>et al. </em>in<em>&#160;</em>1998. It is included in the Natural Park of Madeira, Natura 2000 and partially in the World Heritage Site. On the Canaries, the species occurs within numerous protected areas. The species is found in 47 <em>ex situ </em>collections (BGCI 2016).",Palearctic,,false,false,Global & Europe
102795361,102795325,Schizogyne sericea,Least Concern,,2017,2016-09-28 00:00:00 UTC,3.1,English,"This is a small shrub endemic to the Canary Islands and naturalised on the Selvagens. The species is widespread and found on most of the Canary Islands. Although the population size are not known, and some populations are highly impacted by a range of coastal threats, especially agricultural development and urbanisation, the species is considered Least Concern at present as populations can be large and are widespread.<span style=""""><br/></span>","This is a halophytic shrub up to c.1 m tall. It is found up to 300 m in rocky areas, as well as on hillsides and sandy soils of coastal areas, being part of coastal communities. It is found in ""Desertic nitrophilous scrub (<em>Launaeo arborescens </em>and <em>Schizogyne sericea</em> communities, etc.)"" (del&#160;Arco Aguilar&#160;<em>et al.&#160;</em>2010).",The species is impacted by slow transformation of coastal areas arising from urbanisation and the development of greenhouse cultivation.,"There are thousands of individuals on the Selvagens, whilst on the Canaries, the species is very common in disturbed semi-arid/desertic coastal areas.",Stable,"This species is endemic to the Canary Islands (native to Gran Canaria, La Gomera, El Hierro, La Palma, Tenerife, introduced and naturalised on Lanzarote(?) and Fuerteventura; Euro+Med 2016, Gobierno de Canarias 2017) and the Selvagens Islands (Portugal).&#160;It is found in ""Desertic nitrophilous scrub (<em>Launaeo arborescens</em> and <em>Schizogyne sericea </em>communities, etc.)"" which covers 18,631 ha in the Canary Islands (del&#160;Arco Aguilar <em>et al.&#160;</em>2010). A more or less strictly coastal species, from sea level to 100(250-300) m asl.","The species is sometimes used as an ornamental plant. It is also used for medicines traditionally, as analgesic, astringent, anti-inflammatory and vulnerary (Venditti <em>et al. </em>2016).",Terrestrial,Some populations occur within protected areas. There are 11 known <em>ex situ </em>collections in botanic gardens (BGCI 2016).,Palearctic,,false,false,Global & Europe
102818638,102818634,Euphorbia mellifera,Least Concern,,2017,2016-09-26 00:00:00 UTC,3.1,English,"This species is a&#160;large shrub or tree found on the Canary Islands and on Madeira. The primary threat on Madeira are invasive species, however these are not currently causing significant declines. On the Canaries (subsp.&#160;<em>canariensis</em>), the population size is very much smaller than on Madeira and is undergoing a decline; it is impacted there by a range of threats and has poor recruitment and is subject to conservation actions, and is considered threatened there. The species is listed as Least Concern globally as the extent of occurrence is large and there are large and stable populations on Madeira, however the subsp. <em>canariensis</em> is of significant conservation concern in Spain.","This species is a shrub or small tree up to 15 m found in clearings and openings within laurisilva forest. It is restricted to areas whether other trees are not found such as ravines and disturbed areas on Madeira. On the Canaries it is found rather in remnant forest, but in more open areas.<br/><br/>It can not survive well in enclosed canopy forest and is impacted by forest succession and closure.","On Madeira, this species is impacted by invasive plants, with <em>Cytisus scoparius</em>&#160;and <em>Acacia</em>&#160;outcompeting the species within new clearings. On the Canaries, there has been management interventions to maintain open canopy within laurisilva forest. Landslides (e.g., on La Palma and Gomera) the species has been impacted by land and rock slides on steep terrain, and by strong wind. Seed and seedling predation by mice have reduced recruitment.","The population on Madeira is stable and definitely contains over 1,000 individuals. It is difficult to survey for on Madeira because the species grows in ravines.<br/><br/>On the Canaries, there were significant historical declines as a result of habitat conversion. Whilst the species is now well protected on the Canaries, the population is still declining and there is very poor recruitment. On the Canaries (2013-2014) there were 17 individuals on Tenerife, 96 La Palma, and 17 on Gomera (Programa de Seguimiento de Especies Amenazada (SEGA), Gobierno de Canarias (2013)).",Decreasing,"This species is endemic to the Canary Islands (La Palma, Gomera and Tenerife) (Gobierno de Canarias 2017) and Madeira. The extent of occurrence of this species is 52,534 km<sup>2</sup>. The species occurs from 400 to 1,100 m above sea level, but this varies between the islands.","This species is popular in horticulture in England and perhaps elsewhere, from cultivated sources. It has no uses in Madeira.",Terrestrial,"The species is found in 46&#160;<em>ex situ&#160;</em>collections in botanic gardens worldwide (BGCI 2016). It was listed as 'Rare' in 1997 (Walter and Gillett 1998). It is found within the Madeira National Park, Natura 2000 sites and the World Heritage Site on the island.<br/><br/>On the Canaries, the species has been subject to conservation management and reintroduction and has been assessed as 'en peligro de extinción' (Endangered) (Comunidad Autónoma de Canarias 2010, Gobierno de Canarias 2013), and was assessed as Critically Endangered (Marrero Gómez&#160;<em>et al. </em>2004) for Spain. A range of research and conservation actions have been proposed for populations on the Canaries (subsp. <em>canariensis</em>) (Gobierno de Canarias 2013), including survey and monitoring, seed collection and reintroduction, invasive species control, and habitat conservation.",Palearctic,,false,false,Global & Europe
102818840,102818794,Globularia salicina,Least Concern,,2017,2016-09-26 00:00:00 UTC,3.1,English,"This species is a shrub found in the Canary Islands and Madeira. It is widely distributed across the largest of the Canary Islands and Madeira. Although it is affected by the presence of invasive species in Madeira and it is rare and threatened by grazing in Gran Canaria and El Hierro, these are not identified as significant enough to threat the persistence of the populations of the species at an European level. The species is thus assessed Least Concern.","This is a shrub up to 2 m tall found on hillsides and cliffs&#160;among rocks and on rough grassland. It is also found in open spaces, like clearings, ravines and forest edges. It is an element of secondary succession in forests and can be found colonizing abandoned croplands. These are typical habitats on the islands where the species is abundant.","The main threat to this species in Madeira in the past was agriculture, as its expansion reduced the suitable habitat. Agricultural lands have since been abandoned and the range of the species has expanded. However, agriculture may expand in the future. Invasive species such as <em>Acacia </em>and <em>Arundo</em>&#160;are colonising areas before <em>Globularia </em>spp. can establish. These invasive species also increase the risk of fires.<br/><br/>In the Canary Islands, agriculture was also a major threat in the past in La Gomera, La Palma and Tenerife. In El Hierro and Gran Canaria the impact of livestock farming was significant in the past, and it is still a threat to the populations of these species.","There is limited information on population size and trends. The species has been described as common and abundant in areas of Madeira and Tenerife, La Palma and La Gomera, and identified as rare on Gran Canaria and extremely rare on El Hierro.&#160;In the western Canaries, the population trend is thought to be stable. On Madeira, the population is thought to include over 50,000 individuals and the population trend is stable.",Stable,"This species is endemic to the Macaronesian region, where it is found on the Canary Islands (Gran Canaria, La Gomera, El Hierro,&#160;La Palma,&#160;Tenerife; Gobierno de Canarias 2017) and&#160;Madeira&#160;(Desertas,&#160;Madeira,&#160;Porto Santo) (Marhold 2011). The extent of occurrence (EOO) is estimated in above 99,000 km<sup>2</sup>. The area of occupancy (AOO) is estimated at&#160;<span style="""">432&#160;km<sup>2</sup></span>.&#160;The species is found from 20 up to 850 m asl.","It can be grown as an ornamental species, mainly in the framework of environmental education programs.",Terrestrial,"This species occurs within Natura 2000 sites and several other protected areas such as the Madeira Natural Park in Madeira and the Reserva Natural Especial de Guelguén in the Canaries. It has been reported to be found in 21 e<em>x situ</em>&#160;collections in botanic gardens (BGCI 2016).&#160;<br/><br/>Conservation actions should be implemented in the areas where the species can be identified as locally poorly represented, such as population reinforcement, monitoring and control of current threats in the locations of Gran Canaria and El Hierro.",Palearctic,,false,false,Global & Europe
103368341,61655,Echium acanthocarpum,Critically Endangered,B1b(iii)c(iv),2017,2017-01-24 00:00:00 UTC,3.1,English,"This species is endemic to La Gomera in the Canary Islands. The population is confined to three very small areas (sub-populations). The most recent survey data (Soto Medina&#160;2007) estimated a total number of individuals of 584 (of which c.50% reintroduced and are assumed here to be reproducing), all of which were adult plants. The population trend is uncertain, although one subpopulation has been lost in recent years). The number of mature individuals undergoes extreme fluctuations from year to year, depending on conditions. The extent of occurrence (EOO) is measured at 12 km<sup>2</sup>, but is increased to 24 km<sup>2</sup> to equal the AOO; the actual area of occupancy is &lt;0.1 km<sup>2</sup>.<br/><br/>The species is assessed as Critically Endangered (CR&#160;B1b(iii)c(iv)) on the basis of its restricted extent of occurrence, decline in habitat quality, and the extreme fluctuation in populations.","This large shrub grows in thicket dominated by various legume species. The species colonises soil ledges, enclaves or overhangs within cliffs or steep slopes, within the area of laurisilva forest habitat.","This species is threatened by trampling and grazing pressures from domestic livestock (goats)&#160;(Soto Medina 2007), especially during the juvenile phase. Pressure from alien species is another threat. In addition hybridization with <em>Echium aculeatum</em> and <em>E. strictum</em> has been observed.","There are three confirmed native subpopulations: El Rejo (145 individuals),&#160;Agando (300 individuals), and&#160;Encherada (65 individuals) (Bañares <em>et al</em>. 2004); recent surveys have revised these numbers: El Rejo (78 individuals, some the result of reinforcement planting),&#160;Agando (447 individuals; probably the result of reinforcement planting and improved survey effort), and&#160;Encherada (59 individuals)&#160;(Soto Medina 2007).&#160;The disappearance of some small subpopulations was observed prior to 2006 (Marrero Gómez <em>et al. </em>2006). The most recent survey (Soto Medina 2007) estimated a total number of individuals of 584 (of which c.50% reintroduced), all of which were adult plants; it is assumed here that the reintroduced individuals are mature and reproducing, and so are included in the estimate of 584 mature individuals.<br/><br/>This is a short-lived perennial species (c.15 years) and when environmental conditions are suitable (e.g., post-fire, or long drought followed by rain), the number of seedlings and, to a lesser extent, the plants, increases explosively (Marrero-Gómez <em>et al. </em>2000, Bañares&#160;<em>et al</em>. 2004). As a result, it is difficult to infer population trends.",Unknown,"This species is endemic to La Gomera in the Canary Islands, with three natural isolated subpopulations (Los Roques, El Rejo and Enchereda) known from the central sector of the island (Bañares 1990, Bañares<em>&#160;et al.</em>&#160;2001, Carqué Álamo&#160;<em>et al.</em>&#160;2003, Gobierno de Canarias 2013). In the last 15 years, the disappearance of some small subpopulations  has been observed. A recovery plan has been put in place for the species, and within this framework, the subpopulations at&#160;Los Roques and El Rejo have been subject to reinforcement planting, and translocated populations have been established at four localities (Degollada Blanca, Lajugal,&#160;Bailadero-Ilala, and&#160;La Carbonera; Gobierno de Canarias 2013).<br/><br/>The area of occupancy (AOO) is 24 km<sup>2</sup>. The extent of occurrence (EOO) is measured at 12 km<sup>2</sup>, but is increased to 24 km<sup>2 </sup>to equal the AOO. According to Bañares <em>et al.</em>&#160;(2004), the actual area of occupancy is &lt;0.1 km<sup>2</sup>.",There is some ornamental use of this species.,Terrestrial,"The species is found in the Garajonay National Park (the population of El Rejo is located entirely within the park, with a small part of another subpopulation also within the park) and in the Majona Natural Park. The species is also included in a Site of Community Interest (SCI). Seeds are stored in various seedbanks. A recovery plan has been put in place for the species. and within this framework, the subpopulations with a new population established and the reinforcement of existing natural populations.",Palearctic,,false,false,Global & Europe
103368507,30334,Rhamnus integrifolia,Near Threatened,B1a,2017,2017-01-16 00:00:00 UTC,3.1,English,"This shrub is endemic to Tenerife, Canary Islands. It has a restricted extent of occurrence of 645 km<sup>2</sup>. It is thought to be found in small subpopulations, although population numbers are not known. The threats are not fully understood for this species, however habitat loss and habitat shifts as a result of climate change are expected to impact the species in the future. The species is considered to be severely fragmented as whilst there are many localities there is little connectivity, with subpopulations isolated on cliffs of south- and west-facing ravines, and in the Cañadas del Teide, the species is normally found as single individuals or in small numbers. The species is assessed as Near Threatened (NT B1a) as a result of its restricted EOO and severe fragmentation, although at present populations and habitats are stable.",<em>Rhamnus integrifolia</em> is a shrub up to 1 m tall. The species occupies a wide altitudinal range in dry woodland and scrub.,"<span style="""">The species, due to its small population size, has been highlighted as being at risk from rising temperatures due to climate change (Petit and Prudent 2010; Heywood 2011, 2012).&#160;</span>In many cases it grows as a rupicoline species, so the instability of the habitat is a threat to take into account.","This species is distributed across large parts of the island of Tenerife (south- and west-facing), although almost always represented by populations of few individuals, as refugees in escarpments and inaccessible areas (Pérez de Paz <em>et al. </em>1992). The species is considered to be severely fragmented; there are many localities but without spatial continuity. Subpopulations are isolated on cliffs of south- and west-facing ravines, and in Cañadas del Teide normally one to a few individuals are found.",Stable,"This species is endemic to Canary Islands, where it is restricted to Tenerife (Gobierno de Canarias 2017). The extent of occurrence is c.645 km<sup>2</sup>.",No use or trade is known.,Terrestrial,"This species is found in a single known ex situ collection in botanic gardens (BGCI 2017). It was listed as Near Threatened in the Lista Roja of 2008 (Moreno 2008) and 2010 (Bañares <em>et al.</em> 2010), and as Vulnerable (VU D2) on the IUCN Red List (Bañares <em>et al.</em> 1998), although under a previous version of the criteria. The species occurs in protected areas, including the <em>Parque Nacional del Teide</em> (ES7020043), and the Natura 2000 sites of <em>Barranco del Infierno</em> (ES7020051), <em>Teno </em>(ES7020096), <em>Barranco de Erques</em> (ES7020070), <em>Barranco de Fasnia y Guimar</em> (ES7020055), etc. This species is included in the Annex II of the regional Order of February, 20th 1991 about the protection of the wild vascular flora of the Canary Islands Autonomous Community.",Palearctic,,false,false,Global & Europe
103368551,30332,Rhamnus crenulata,Least Concern,,2017,2017-01-16 00:00:00 UTC,3.1,English,"This species is a large shrub that is endemic to the Canary Islands, where it is found on all of the islands, although found as relict populations on Lanzarote, Fuerteventura and Gran Canaria. It has an extent of occurrence of over 48,000 km<sup>2</sup>, however the area of occupancy is likely to be restricted. It occurs in dry Mediterranean scrublands, where it sometimes dominates. There are threats to some subpopulations, and on the eastern three islands the species is found only in areas inaccessible to herbivores. Whilst the population size and trends are not known, the extent of occurrence is moderately large and the species occurs on several islands, and the population as a whole is considered Least Concern, although conservation actions are required for the populations on the eastern islands.","This species&#160;is a large shrub, about 2 m tall. It is found growing in dry Mediterranean scrubland.","<span style="""">Housing developments, grazing and invasive plants all pose threats to the remaining populations (</span>Bañares <em>et al.</em> 1998), however the most significant threat is herbivory, and on&#160;Lanzarote, Fuerteventura and Gran Canaria the species&#160;is found only in areas that are inaccessible to herbivores.","The species is distributed fairly abundantly, it dominates certain habitats (Rodríguez&#160;<em>et al. </em>2008) on Tenerife and La Palma. The species is more localised on La Gomera, and rare in El Hierro, and on Lanzarote, Fuerteventura and Gran Canaria it is considered a relict species.",Unknown,"This species is endemic to the Canary Islands, where it grows on all islands (Henning and Raab-Straube 2016, Gobierno de Canarias 2017);&#160;Tenerife, La Palma, La Gomera, El Hierro, and Fuerteventura. The species occurs as relict populations only on Lanzarote, Fuerteventura and Gran Canaria. It was considered extinct on Gran Canaria, but refound in the midlands of the northern slopes of the island, from Guia to Tafira. The species was reported as not present in Lanzarote (Pérez de Paz&#160;<em>et al.&#160;</em>1992) but does&#160;occur in the north of the island in the Riscos de Famara. The extent of occurrence measures 48,626 km<sup>2</sup>. The area of occupancy has not been accurately estimated as comprehensive point data are not available, but is likely to range between 192 km<sup>2 </sup>(GBIF data) and 2,000 km<sup>2</sup>.",No information available.,Terrestrial,"<span style="""">The species is listed in government legislation of 1991. There are nine known <em>ex situ</em> collections in botanic gardens worldwide (BGCI 2017).</span>",Palearctic,,false,false,Global & Europe
103686711,103686613,Cneorum pulverulentum,Least Concern,,2017,2017-01-15 00:00:00 UTC,3.1,English,"<span style="""">This is a shrub endemic to the Canary Islands. It is considered common in its characteristic Tabaibal-Cardonal communities habitat, and there are potential threats to the species, they are not considered&#160;to be significant across the distribution&#160;of the species. Although more information on the population size and trends would be desirable, the species is listed here as Least Concern.</span>","The species<span style=""""> is a shrub that grows up to 1.5 m tall with yellow flowers. It is found within&#160;Tabaibal-cardonal community,</span>&#160;a very mixed vegetable formation of the lowland and coastal areas of the Canary Islands where shrubby bushes predominate, with stony soils and low organic matter<span style="""">. It is&#160;pollinated by small solitary bees, ants and introduced honey bees; seeds are dispersed by lizards&#160;(Rigueiro&#160;</span><em style="""">et al.</em><span style="""">&#160;2009).</span>","The lowland and coastal habitat of this species is likely to be impacted by coastal developments, including urbanisation and agricultural development.","<span style="""">The species is very common locally, being at times an abundant element in the communicates where it is present. Thus, no population estimates have been calculated for this species. Although a decline in population could have been identified in the past, the species populations are thought to be currently stable or even increasing.<br/></span>",Stable,"This species<em> </em>is endemic to the Canary Islands, where it is found in lower areas of Gran Canaria, Tenerife, La Gomera, and possibly extinct, from El Hierro (Rigueiro <em>et al.</em> 2009). Although it has been also reported from El Hierro and La Palma, its presence in these islands is uncertain (Stierstorfer 2005, Á. Marrero Rodríguez pers. comm. 2017). Its extent of occurrence (EOO) has been estimated in around 8,160 km<sup>2</sup>. It is a locally abundant species, and its area of occupancy (AOO) has been estimated at up to 1,000 km<sup>2</sup>.","<span style="""">The species has medicinal uses (Pérez de Paz and Hernández 1999) and has been associated with </span><span style=""""><span style="""">mummification practices carried out by the indigenous population of the islands.<br/></span>",Terrestrial,There are 14 known <em>ex situ </em>collections of <em>Cneorum pulveruentum</em> (also stored under the synonym&#160;<em>Neochamaelea pulverulenta</em>). No conservation action is identified as needed.,Palearctic,,false,false,Global & Europe
104117708,103761672,Cyanistes teneriffae,Least Concern,,2016,2016-10-01 00:00:00 UTC,3.1,English,"This species has an extremely large range, and hence does not approach the thresholds for Vulnerable under the range size criterion (extent of occurrence &lt;20,000 km<sup>2</sup>&#160;combined with a declining or fluctuating range size, habitat extent/quality, or population size and a small number of locations or severe fragmentation). The population trend appears to be increasing, and hence the species does not approach the thresholds for Vulnerable under the population trend criterion (&gt;30% decline over ten years or three generations). The population size is extremely large, and hence does not approach the thresholds for Vulnerable under the population size criterion (10% in ten years or three generations, or with a specified population structure). For these reasons the species is evaluated as Least Concern.",,,,Stable,,,Terrestrial,,Palearctic,,false,false,Global
104182555,104182492,Carlina salicifolia,Least Concern,,2017,2017-07-29 00:00:00 UTC,3.1,English,"This species is endemic to the Madeira and Canary Islands. The species is found on all the Canary Islands, where it is more common on the central islands of Tenerife and Gran Canaria and can be frequent in suitable habitat. There are no major threats. This species is listed as Least Concern.","This is a shrub that reaches one meter in height. It is found in ravines and rocky areas, usually within forested areas (Febles Hernández 1984).","Although the species is likely to have been impacted by past forest loss on the islands, populations are now probably stable.",Febles Hernández (1984) described the species as 'frequent' in ravines of forested areas on the Canaries.,Stable,"This species is endemic to the Madeira and Canary Islands (Greuter 2006-2009). In the Canaries, the species is common on the central islands of Tenerife and Gran Canaria (Gobierno de Canarias 2017). In Madeira, it is present on all three main islands. The extent of occurrence exceeds 160,000 km<sup>2</sup>. On the Canaries, the species is found between 200 and 1,300 m asl (Febles Hernández 1984).",There is no information available on the use and trade of this species.,Terrestrial,There is no conservation action required.,Palearctic,,false,false,Global & Europe
104185194,104185163,Plantago arborescens,Data Deficient,,2017,2017-01-16 00:00:00 UTC,3.1,English,"<em>Plantago arborescens </em>is a small shrub endemic to Madeira and central and western Canary Islands. There is little information about the population size or trends, and the threats to this species are not understood, and as a result it is assessed as Data Deficient.","This is s a shrub that grow up to 60 cm tall. It is found in open rocky habitats, usually without soils, often on, or at the foot of cliffs.","Grazing by rabbits and goats is a probable threat to this species, but there is no information available.",There is no information on the population size or trends for this species.,Unknown,"This species is endemic to the Madeira Archipelago and the western and central Canary Islands (Euro+Med 2017). Former records from Lanzarote are considered a separate species, <em>P. famarae.</em>",No use of the species is known.,Terrestrial,"Research is required to confirm the distribution, population size and trends, and threats to this species. There are several<em> ex situ</em> collections in botanic gardens worldwide (BGCI 2017).",Palearctic,,false,false,Global & Europe
104190848,104190621,Bencomia caudata,Near Threatened,B1b(iii)+2b(iii),2017,2017-01-13 00:00:00 UTC,3.1,English,"This is a large evergreen shrub found on three islands of the Canary Islands. Although its habitat, the<em> laurisilva</em> forest, has undergone a severe decline in the past, certain recovery trends are being currently identified in some areas. However, on La Palma the species is under high pressure due to the impact of introduced herbivores, while positive prospects identified on Gran Canaria may reverse if agricultural activities re-gain importance. The species is therefore assessed as Near Threatened (NT B1b(iii)+2b(iii)). The species is close to qualifying as Least Concern, however this would be conditional on the implementation and success of herbivore control on La Palma, and the continuation of the favourable trends in Gran Canaria.<br/><span style=""""></span>","This is an evergreen shrub that can reach up to 3-4 m in height. It is found within humid evergreen forests referred to as <em>laurisilva</em>. Since it grows best in sunlight, it can be found along roads, cliffs and canopy openings&#160;(Dirección General de Protección de la Naturaleza 2011).","Although the regression of laurisilva&#160;forest was likely to have negatively affected this species, current threats to the species include browsing by the herbivorous species A<em>rruí </em>(Barbary sheep;&#160;<em>Ammotragus lervia</em>) on the island of La Palma, where it was introduced for hunting.","<span style="""">There is little information concerning the population size of this&#160;</span><span style="""">species. It is likely that the reduction of the </span><em style="""">laurisilva </em><span style="""">forest caused by its past exploitation negatively affected the populations this species</span><span style="""">. Currently, the </span><em style="""">laurisilva&#160;</em><span style="""">forest&#160;covers only 12.5% of its potential area (Fernández-Palacios 2009). However, in Gran Canaria and locally in other islands, certain recovery patterns can be identified due to the abandonment of farming activities. Although actual number of individuals is uncertain, prospects for the species are positive and the species is frequently identified as locally abundant across its populations.<br/></span>",Increasing,"This species is considered to be endemic to the Canary Islands, where it is found on the islands of La Palma, Tenerife and <span style="""">Gran Canaria (Gobierno de Canarias 2017). In t</span>he 19th century the species was reported to be present in Madeira, but this record referred to a cultivated specimen (Press and Short 1994). It occurs from 500 to 1,500 m above sea level (Tosco 2017).&#160;The extent of occurrence (EOO) of wild populations has been estimated to exceed 9,600 km<sup>2</sup>. Its area of occupancy (AOO) has been estimated to be c.335 km<sup>2</sup>.<br/><span style=""""></span>",This species&#160;is used in reforestation and land restoration programmes and as an ornamental plant.,Terrestrial,"<em>Bencomia caudata</em>&#160;is present in several protected areas. According to BGCI (2017), there are 27 <em>ex situ</em> collections including this species worldwide. The taxon was assessed as Near Threatened (NT) in Spain (Moreno 2008, Bañares <em>et al.</em> 2010).<br/><br/>Conservation actions needed would include the implementation of control measures on herbivorous predators. Further research on population status would be also desirable.",Palearctic,,false,false,Global & Europe
104191347,104191153,Marcetella moquiniana,Endangered,B2ab(iii),2017,2017-01-15 00:00:00 UTC,3.1,English,"This species&#160;is a large shrub found on three of the Canary Islands. It has a restricted extent of occurrence (EOO) of 6,987 km<sup>2</sup>&#160;and an area of occupancy of c.156 km<sup>2</sup>, with severely fragmented populations within thermophilous forest communities. The habitat of the species underwent historical declines in extent and quality as a result of deforestation, and whilst that threat has now ceased, the habitat and the species itself is still impacted by herbivore grazing, and the species tends to be restricted to inaccessible sites out of the reach of herbivores. This taxon is thus assessed as Endangered (EN B2ab(iii)).&#160;Monitoring of current populations and further research to clarify population size and trends is required, and control of herbivores is recommended to allow populations to expand into suitable habitat.","This is a small tree or shrub with a height of up to 4 m. Its wild populations are present in&#160;thermophilous&#160;forest communities, in sun-exposed slopes and cliffs with shallow soils (Dirección General de Protección de la Naturaleza 2011).","The major threat to populations of&#160;this species<em> </em>has been the conversion of thermophilous forests to land for farming (WWF 2017), which resulted in the loss of area and biodiversity in this ecosystem (Fernández-Palacios <em>et al.</em> 2008). Grazing by herbivores is still causing negative impact to accessible individuals of this species.","<span style="""">It is likely that the past reduction</span>&#160;in area and quality of the&#160;thermophilous&#160;forest <span style="""">has negatively affected populations of this species. The total population size has been estimated to be less than 1,000 individuals, however, the population&#160;is thought to be relatively stable, although in areas out of reach of herbivores.&#160;</span><span style=""""></span>Grazing constrains the recovery of the species, causing damage and mortality of accessible individuals.",Stable,"This species is endemic to the Canary Islands, where it is found in the islands of Gran Canaria, Tenerife and La Gomera (Fernández-Palacios <em>et al.</em>&#160;2008, Gobierno de Canarias 2017). The extent of occurrence (EOO) of the wild populations of the species&#160;is approximately 6,987 km<sup>2</sup> (GBIF 2017, Gobierno de Canarias 2017). Its area of occupancy (AOO) has been estimated at 156 km<sup>2</sup> and the populations are thought to be fragmented, distributed in marginal sites out of the reach of herbivores. <br/><br/>The species occurs from 200 to 800 m above sea level (Dirección General de Protección de la Naturaleza 2011), and even up to 850 m a.s.l.","This species is highly regarded as an ornamental plant given its aesthetic appearance, and as a local medicinal plant given its astringent qualities. It is also used in restoration projects of degraded thermophilous forests in the Canaries (Dirección General de Protección de la Naturaleza 2011). The species has certain commercial value, in the framework of its use as ornamental in gardening.",Terrestrial,"This species is present in several protected areas in the Canary Islands (Protected Planet 2017). The species is present in <em>ex situ</em> collections, including botanical gardens and seedbanks, and occurs in at least one protected area (the NATURA 2000 site, <em>Cuenca de Benchijigua-Guarimiar -&#160;</em>ES7020107). In 2008, the species was listed as Vulnerable (D2) in the Spanish Red List (Moreno 2008, Bañares <em>et al</em>. 2010). <br/><br/>Conservation actions to be implemented include monitoring of current populations, further research to clarify population size and trends, and the control of herbivores.",Palearctic,,false,false,Global & Europe
